date,temperature,wind_speed,humidity,precipitation,latitude,longitude
10/4/2018,13.75318998,1.987979185,57.69975294,0.311464071,9.05806,38.76306
10/5/2018,13.87535884,2.084297807,49.2715678,0.00171798,9.05806,38.76306
10/6/2018,14.37826246,1.72095542,49.96033537,0.013514413,9.05806,38.76306
10/7/2018,14.75115229,1.233431358,52.4664155,0.161427259,9.05806,38.76306
10/8/2018,15.38436406,1.44547013,48.76628577,0.064501166,9.05806,38.76306
10/9/2018,14.74959908,1.800065742,52.20561714,0.105434656,9.05806,38.76306
10/10/2018,14.73638433,1.816845305,48.11452334,0.118484034,9.05806,38.76306
10/11/2018,14.95913467,1.583616113,40.6315183,8.58E-04,9.05806,38.76306
10/12/2018,15.34597422,1.698695793,40.88760772,8.52E-04,9.05806,38.76306
10/13/2018,15.74107704,1.712172396,41.28714238,0.004202127,9.05806,38.76306
10/14/2018,15.8930158,0.756085466,48.97223298,0.319302082,9.05806,38.76306
10/15/2018,15.87530479,1.12738948,55.00894156,0.524932146,9.05806,38.76306
10/16/2018,14.85423368,0.887673261,67.67647488,3.3418715,9.05806,38.76306
10/17/2018,14.5663442,1.509785939,63.04052403,1.266542077,9.05806,38.76306
10/18/2018,14.25025965,1.547570009,73.97918897,5.512820484,9.05806,38.76306
10/19/2018,13.44332085,0.931575651,86.02361532,27.41368115,9.05806,38.76306
10/20/2018,13.42338969,1.516234957,66.7203798,0.564688444,9.05806,38.76306
10/21/2018,13.09922053,2.140538165,67.26879077,0.069203973,9.05806,38.76306
10/22/2018,13.37689616,2.278712826,70.93218228,0.551730394,9.05806,38.76306
10/23/2018,13.17845243,2.498506555,71.8933307,0.866425037,9.05806,38.76306
10/24/2018,13.39526774,2.032307295,70.05280298,0.472822785,9.05806,38.76306
10/25/2018,13.90998802,1.990106003,67.52152005,0.169920083,9.05806,38.76306
10/26/2018,13.65865669,1.898338144,58.08098963,0.006407499,9.05806,38.76306
10/27/2018,13.21922328,2.064966288,57.03870078,0.0012815,9.05806,38.76306
10/28/2018,13.1303154,1.955746991,57.52926178,4.35E-04,9.05806,38.76306
10/29/2018,12.73586171,2.079733491,51.54965741,8.53E-04,9.05806,38.76306
10/30/2018,12.81773402,1.88426657,56.83191562,0.017741323,9.05806,38.76306
10/31/2018,12.8402916,2.200552558,50.24833768,0.001708956,9.05806,38.76306
11/1/2018,13.15461438,1.8513194,50.11902987,8.52E-04,9.05806,38.76306
11/2/2018,13.88390249,1.388427823,50.49572024,0.007107854,9.05806,38.76306
11/3/2018,14.78039767,1.16707767,51.75931068,0.10124445,9.05806,38.76306
11/4/2018,15.53247732,1.088776193,53.15241609,0.231969356,9.05806,38.76306
11/5/2018,14.87050591,1.027658214,60.57523382,1.144739985,9.05806,38.76306
11/6/2018,14.91151454,1.160365929,61.09634599,0.77329874,9.05806,38.76306
11/7/2018,14.83927879,1.510313118,64.19422204,2.8080374,9.05806,38.76306
11/8/2018,13.77365201,0.51806847,83.48978745,17.62792766,9.05806,38.76306
11/9/2018,13.79852384,0.566377691,80.93651539,9.665474296,9.05806,38.76306
11/10/2018,13.31652095,0.726030106,82.28078726,3.883588314,9.05806,38.76306
11/11/2018,13.33377546,1.686409844,75.30607652,1.058581471,9.05806,38.76306
11/12/2018,13.31065776,2.355880676,62.33123688,9.57E-04,9.05806,38.76306
11/13/2018,13.18490562,1.763008028,62.43499194,0.005722046,9.05806,38.76306
11/14/2018,14.32819646,0.878597334,56.38608386,0.002155882,9.05806,38.76306
11/15/2018,14.28685214,0.925501976,70.72158083,3.006570625,9.05806,38.76306
11/16/2018,14.14297384,1.562935855,69.66077692,0.910627842,9.05806,38.76306
11/17/2018,12.83428917,1.235335525,82.10780335,3.754929276,9.05806,38.76306
11/18/2018,13.58922539,1.555169528,66.04463434,0.057184128,9.05806,38.76306
11/19/2018,12.52193667,1.845019542,49.85293769,0.001719594,9.05806,38.76306
11/20/2018,11.86509984,2.207116787,51.00730836,4.35E-04,9.05806,38.76306
11/21/2018,11.58941294,2.142981847,43.79433697,0,9.05806,38.76306
11/22/2018,11.63456497,1.809165155,41.94781057,8.52E-04,9.05806,38.76306
11/23/2018,12.76182391,0.641137449,43.66703603,0,9.05806,38.76306
11/24/2018,13.76172218,1.973328821,49.75256386,0,9.05806,38.76306
11/25/2018,14.00969467,2.211299172,55.37532457,0,9.05806,38.76306
11/26/2018,13.56820132,2.161869566,68.9556771,1.118320227,9.05806,38.76306
11/27/2018,13.60083733,2.508216688,66.43047081,0.305652618,9.05806,38.76306
11/28/2018,13.23121986,2.482662096,58.17501995,0.002595508,9.05806,38.76306
11/29/2018,12.76739082,2.637114327,71.7014815,0.644621253,9.05806,38.76306
11/30/2018,13.34985568,2.55823745,62.17513317,0.504809618,9.05806,38.76306
12/1/2018,13.42977422,2.243744069,57.65086427,0,9.05806,38.76306
12/2/2018,14.04018491,1.534191119,55.65765004,0.090003014,9.05806,38.76306
12/3/2018,14.79299889,1.083983019,53.33360404,0.071108341,9.05806,38.76306
12/4/2018,14.80542463,1.506891527,49.00169618,0.001856685,9.05806,38.76306
